0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,Category
2329.3451302313365,-1451.6785028735164,-206.4461181209401,848.3366111147183,179.2719717061868,-180.1661524588753,-214.8186778049455,-261.72511669105825,-12.975391518606482,-83.83745002871788,-13.876779803707675,-6.028855160936696,8.940933113081627,2.585716366447958,-0.05335069001892376,-2.0414838965891495,0.21119125172230527,0.5154980732257451,0.5652811701086468,0.4795747369634901,0.5348184347998309,-0.0978413937445953,-0.09595925918211452,-0.1250070745584241,0.017039322124910623,-0.3434652905949279,0.32589213397331157,-0.10200626030905395,-0.003349356962985752,-0.011669886214728444,0.2025725209021792,-0.1043042938252795,-0.15599323841346854,0.06414820161644513,0.0005187483617102334,0.09002153452146126,0.10138951000453275,0.0689825214896478,-0.06511054359665147,0.0027414943716767863,-0.11147867966029815,-0.056566509943390575,0.004869919810235481,-0.05410167137978452,-0.004961741636406132,0.019679775984016358,0.00980756891605975,0.02532033466868177,-0.012798637330670899,0.031230254339998514,Class 4
2328.7379731061005,-2253.3569295140946,640.1204789544474,-176.42165013551124,-63.912661256282945,-320.8286677179594,-60.21844766699239,239.40866997038012,234.82247299164757,-107.49123295636913,-14.872493408096117,5.306383000481823,-8.436208640249248,1.4337500086123611,2.526366730185408,-0.8039994962969151,-0.25042589317124814,-1.1870659131506378,0.2984739270093688,0.12040470939764665,-0.47396967706106535,-0.3123478504456996,0.1603885826269835,-0.20687719440125,-0.38230184954036717,-0.005596927751717252,-0.24734770677371595,-0.03155402666105979,-0.18865680109509025,-0.09902923103061545,-0.15311692250586725,-0.0369786393197658,0.05646076795601192,-0.14619364179567898,-0.008504347974523999,0.01727648175931518,0.2425155094199318,0.050886314191336116,0.05999438688420599,0.13789636712241235,0.030279723141540458,0.06866473557326139,0.019535391136884368,0.0651599517829418,-0.06673608105176054,-0.044410413889360956,-0.01775753992985632,0.01777144259719476,0.018467717315326135,0.009857481920483501,Class 4
-7703.684648526738,1487.712017002095,-156.79155852046762,530.4977645971734,-72.54437588182418,129.64845028329717,-115.29688277486962,201.40113115379825,96.56916310840849,65.6350614943745,34.694430860496674,-0.44049261119575317,-22.476774961919926,9.849092217163617,8.014223377883457,0.4476423022230191,-2.6474942455523727,-0.36403336571851375,0.1830164565766773,0.08212367229758087,-0.09701865133539267,-0.1292874787643659,0.23574836276577257,0.09738822309893622,0.0627390846580044,0.1695960660707168,-0.18909291267789025,0.4338655940479216,0.03541201172245952,-0.2571697598562845,-0.13427923687991525,0.09144126247305967,0.09742166070438911,-0.09452644328639363,0.10196077342455519,-0.07448240464897588,-0.07559700750812837,0.026256834508283953,-0.01036247561698312,0.067596595890403,0.0034474427514702226,0.02754316224429373,0.019828061196603727,-0.0077739675952176015,0.011168479933095023,-0.02520750996343566,0.014775501233830627,0.023758570225683732,0.021953293003634702,0.011081194251853351,Class 1
-6120.004858853725,1892.698639269498,-517.0017266896843,272.1165920492146,226.33235245100377,39.01935629477086,-196.2546595883306,186.832590127947,-62.48966474016282,6.322615631698304,7.281173617451584,-3.6564403828807293,21.887505759261703,-8.46919085432372,2.3648670459403713,-0.37681133053084376,-1.8357485750245015,0.21745154301089892,-0.651880106223647,0.34558048293659444,0.0017043023407150705,-0.6321238847938009,-0.6125119084857672,0.3657373180359538,-0.35361572679031666,0.03741536031753143,0.09206993451972208,0.272579207747989,-0.47094765863958055,-0.1200932411720986,0.011658053659669881,-0.028858707005310433,-0.1364475975620956,0.008383501479304082,0.031137895481572295,-0.002671581226685982,0.04737426545836206,0.04225278419391045,-0.11631943420186672,0.06762645419811107,0.005456064335262407,0.05067081935397509,-0.04985791883366825,-0.02870540051488305,-0.006352828816962134,-0.035535254261937675,-0.03907053254116912,-0.024767309151123153,-0.02741176101109334,0.0035182250588948216,Class 1
6188.845036944068,-1913.2130261413665,391.61646030043465,874.1490398448846,221.73916681772093,-239.73678958881555,-75.55576104889202,-224.25630728291665,4.973093296832147,-48.38853378876722,17.760318470310786,-12.538877808512296,21.039781070732456,-0.45569805322739615,2.548960365342313,-1.8599969962597114,-0.4981290442861728,0.28846520677254894,0.8154533708419955,0.02401223541289507,0.7983636260766578,0.10230562517186448,-0.34117755454163634,-0.11971274869885672,0.2625475578763279,0.014107040058365203,-0.18251477940045369,-0.037113789802041594,-0.07672020813295644,0.15530985065511155,-0.1764014103944715,-0.13682752557370711,0.03221538603586692,-0.0014220762139406913,0.09858677433543016,-0.045945442674647244,-0.09376011883240502,0.0469600972567958,0.07408709064918964,0.08657752518305473,-0.07252372666236409,0.015992148368455097,-0.02960986977797652,-0.039183474113975665,0.010510318898671945,0.04161414712485999,-0.051396822783079464,-0.010225022838652415,-0.013722490290176637,0.008992207132832159,Class 4
-2113.535146985409,-785.335435647802,-378.27957452818936,625.4922629130027,53.103972287402215,-179.44965864840736,-238.5050638346767,-80.48567217602837,-2.7752849929106027,-37.731841033728486,3.3698432942153453,12.122480971479195,-8.625835990841422,5.334329453227139,-4.527099260595113,0.4185815473290262,0.44851143309515107,-0.3890246426937291,-0.22594844815679616,0.18445977667314528,-0.05746825695516721,-0.10675362118765132,0.10346185673209918,-0.12284095767279915,-0.0947485021363459,0.03319236583905098,0.06961389050366269,0.10721592713801621,0.07298767500273966,-0.051664906724375785,-0.018346480882494395,0.010262431111848826,-0.03853077728786382,0.049506588878844376,0.026001473595329835,0.044247874484630315,0.05014911595434788,0.053628904516428634,-0.03089386620870567,0.026513655733663058,0.025411255533917636,0.03181185189929294,-6.871893617504764e-05,0.048713418526094635,-0.043032441582472956,-0.04902703619212408,0.013344568794323133,0.03833118565315231,0.017667457594250143,0.012273821031587584,Class 3
-7467.706442261854,1164.224963474225,-375.2384925812633,299.0807204085471,-277.6577229890477,23.993808366450114,-5.3737612232782554,8.988380510901829,110.67424674718454,36.93681475963376,-18.170173792352056,-17.570490406388192,6.88550514522085,0.28824210809215917,5.9444651476453645,2.146365471863254,-1.9375145154003863,0.12644705025896807,0.07098671872637911,0.23364785484642753,-0.2785757627826698,-0.07264671318831958,0.11568640474681169,-0.123869497547047,0.2665990141158875,-0.14121443699155117,-0.028069354447763588,-0.15868728194354148,-0.11355713326401382,0.021137822161760904,-0.05559493224496581,-0.03342196018840784,0.01513186730967951,-0.050861775534728815,0.018286840315178212,-0.03422834252514847,0.028357741587421437,-0.04707263019619003,0.06441191952263225,0.048625470911344955,0.03060924301515805,0.04537920272678196,-0.028574226252219507,0.01299950570430773,0.014601305526887105,0.012813095145431727,-0.01093724825198627,0.022792691833136456,-0.011812524377685745,-0.016622191213943094,Class 4
-7111.237866683181,679.6857554741196,642.7159555391844,432.49758454742147,-185.32384689494992,55.32760063828685,42.29101859224346,-226.92508434494795,-55.78522614973666,-64.62247983584673,-25.67056103075819,-13.959005932551738,18.999921193841164,4.287293510944086,6.131791697157056,-1.0651099306196348,2.2122201075852073,0.6297665264351611,-0.348475191814395,0.03150690533116643,0.04638125830698141,-0.43444150693907096,-0.5450245448063465,0.08423121684800561,0.20441531760922538,-0.026027417578038725,0.5526372822844005,-0.19339229115168913,-0.05350878024979047,0.06948152046092099,-0.02290108997865291,0.1160447386966991,-0.02926035916676001,0.002626150359001194,0.10126910981102333,0.164269827096992,0.059464922361111436,-0.10732076095757945,-0.06687417064407718,0.11819000096200798,-0.048170708475621826,0.08199402192216804,0.08094768623367514,-0.030408787091351006,-0.040105205705009424,0.05048154658815601,0.03084715178316519,0.0019324917911791029,0.10023937245451858,-0.006825612532834864,Class 1
-897.3771614221023,-354.9711123303492,255.25045845743873,201.63202430476971,-11.9864881131157,-30.889070478816777,-313.19532809365796,18.740238877720635,-76.7972596357086,-26.504007443199512,-26.369158417454567,-9.040508125342503,-13.233656809330835,-3.125620140553397,-1.914103670320652,-0.7767273415045064,0.5561236939163923,0.6793119551931746,0.49284301200971187,-0.11568566600790661,-0.08272612742931834,0.021555320489620552,-0.030493497605474658,0.020508991386942222,0.047895542725314384,-0.0704764949854403,-0.21944232784651968,0.046096777090793566,-0.05981494329116873,0.02969825700071216,-0.08399250770772143,-0.05115310910840016,-0.11609587425021937,0.030968910033624505,-0.013309901776785116,-0.05224835316348714,-0.0018062675173900872,-0.04559510217707458,0.004900088439824637,0.001729553642372043,0.03004653169002152,0.026172270281694717,-0.0325740068386685,0.03522551810523098,0.0068930730386282035,0.008015860745303895,0.003905405898763851,0.027306520319393533,-0.025711275182651344,0.009672554268675379,Class 1
-3771.2381048110383,-1512.6925514896143,54.00501064530839,-159.30892640429133,-34.23226807737231,-90.66981980324772,-137.12700800300382,38.286017287594746,118.2249731457806,-10.709098263227494,-2.7454331120434476,22.517400993154936,-13.819175289008822,2.917872515235339,-3.5265060025752737,-0.6115755102827173,-0.36281095856628137,0.519608180794483,0.028007598266747702,0.013610086729635297,-0.18202208436679995,-0.179683145743987,0.19283829720776552,-0.26482841030007337,-0.09840622673206538,-0.12442671080867095,-0.03566796634410061,0.06198227107415282,-0.024433548888598385,0.02950557217249716,0.00717889926769386,0.05037105503647979,-0.03046120920105029,-0.04015392451534547,0.006255938154615424,-0.0769474025061373,0.025128053128338598,-0.15959378211501365,0.06401481475580144,0.02748184462896374,-0.023134644713144564,0.012621845492423485,0.0021293850101908904,0.07563224360302577,-0.011213706878479458,-0.015667215955459782,0.0030409642537049847,0.021145280907288715,0.003168712363941938,0.018215590998604644,Class 1
